"X.0.012.6","X.0.012675675675675676","X0.024","X.0.0942105263157895","X0.6105068493150686","X11.725","X.0.018.3","X0.012.1","X0.026.3","X0.102","inactive"
"-0.015","-0.021959459459459454","0.050","-0.037236842105263124","0.11852054794520547","9.493","-0.026","0.009","0.007","0.094","inactive"
"-0.003","0.004040540540540541","0.003","-0.18613157894736837","0.7737123287671233","14.356","0.000","0.015","0.049","0.094","inactive"
"-0.013","-0.012445945945945948","0.032","-0.18928947368421048","0.32787671232876703","10.743","-0.014","0.016","0.036","0.101","inactive"
"-0.016","-0.01877027027027027","0.055","0.1359473684210526","0.19041095890410947","8.678","-0.018","0.017","0.032","0.096","inactive"
"-0.007","-0.0032567567567567553","-0.001","-0.2650526315789474","0.6417945205479452","12.992","-0.009","0.014","0.034","0.104","inactive"
"-0.013","-0.01606756756756756","0.034","-0.15457894736842098","0.3356438356164384","10.826","-0.021","0.012","0.021","0.100","inactive"
"-0.001","0.010432432432432434","0.012","-0.1973947368421052","0.8931643835616437","15.282","0.003","0.014","0.049","0.096","inactive"
"-0.009","-0.003662162162162164","0.007","-0.06460526315789472","0.7361232876712328","12.516","-0.006","0.017","0.044","0.104","inactive"
"-0.029","-0.035283783783783794","0.098","3.2084473684210533","0.5293013698630137","1.538","-0.034","0.002","0.013","-0.093","inactive"
"-0.014","-0.010148648648648652","0.030","0.049842105263157944","0.6036849315068492","11.130","-0.010","0.018","0.040","0.101","inactive"
"-0.025","-0.03244594594594595","0.082","1.4638947368421051","0.09257534246575345","4.627","-0.032","0.006","0.015","-0.079","inactive"
"-0.015","-0.02027027027027026","0.052","0.0043157894736842025","0.11568493150684941","9.283","-0.026","0.011","0.016","0.094","inactive"
"-0.013","-0.036837837837837825","0.062","1.6531315789473684","-0.579054794520548","6.685","-0.049","-0.011","-0.034","-0.087","inactive"
"-0.008","-0.013040540540540541","0.042","0.020868421052631553","0.43179452054794504","11.115","-0.010","0.018","0.030","0.100","inactive"
"-0.013","-0.006162162162162163","0.054","0.19342105263157894","0.6465205479452054","11.150","-0.008","0.013","0.022","0.098","active"
"0.001","0.013783783783783782","0.014","0.7037894736842106","1.1286164383561645","14.536","0.010","0.009","0.042","0.085","inactive"
"-0.038","0.0035810810810810814","0.087","0.6088947368421053","0.5415890410958905","4.740","0.016","0.014","0.024","0.056","active"
"-0.014","-0.02514864864864865","0.039","0.31486842105263146","0.21569863013698634","9.854","-0.036","0.002","0.005","0.091","inactive"
"-0.005","-0.014202702702702704","-0.014","0.27307894736842114","0.8335342465753427","11.965","-0.034","0.010","0.031","0.099","inactive"
"-0.005","0.003067567567567565","-0.008","0.7301842105263158","1.0185205479452057","14.756","-0.007","0.005","0.030","0.093","inactive"
"-0.000","0.01106756756756757","0.013","0.9172105263157895","1.1920410958904113","16.328","0.002","0.008","0.041","0.099","inactive"
"-0.008","-0.003337837837837837","-0.020","0.9557368421052631","1.3389178082191777","14.229","-0.013","0.003","0.022","0.104","inactive"
"?","?","?","?","?","?","?","?","?","?","inactive"
"-0.012","-0.011756756756756762","0.003","0.8222368421052633","0.9189041095890411","12.742","-0.016","0.004","0.020","0.103","inactive"
"-0.008","-0.004959459459459458","-0.012","0.8459999999999999","0.9112602739726028","13.830","-0.006","0.009","0.038","0.106","inactive"
"-0.010","-0.009716216216216218","-0.010","0.8578684210526315","1.0040821917808216","13.517","-0.015","0.003","0.020","0.104","inactive"
"-0.021","-0.040229729729729734","0.049","2.072","0.3293972602739724","6.834","-0.047","-0.019","-0.035","-0.092","inactive"
"-0.018","-0.022310810810810808","0.036","0.824921052631579","0.11183561643835611","9.257","-0.024","0.002","0.012","0.097","inactive"
"-0.010","-0.009648648648648651","-0.005","0.7518421052631579","0.8522328767123286","13.121","-0.015","0.004","0.021","0.105","inactive"
"-0.008","-0.0024459459459459463","-0.008","0.9651315789473686","1.040356164383562","13.608","-0.004","0.012","0.042","0.106","inactive"
"-0.004","0.005391891891891895","0.004","0.9870526315789473","1.0476438356164381","15.551","-0.001","0.008","0.039","0.096","inactive"
"-0.001","0.01060810810810811","0.013","0.9814736842105263","1.168753424657534","15.976","0.003","0.008","0.043","0.098","inactive"
"-0.016","-0.028391891891891893","0.023","1.1518157894736845","0.20798630136986299","10.489","-0.039","-0.009","-0.022","0.096","inactive"
"-0.010","-0.005945945945945947","-0.007","0.6220789473684211","0.6740273972602742","12.941","-0.009","0.008","0.034","0.105","inactive"
"-0.016","-0.02108108108108107","0.030","0.9659736842105261","0.46445205479452045","10.566","-0.026","-0.001","0.002","0.097","inactive"
"-0.006","0.0031216216216216216","-0.009","0.7657368421052633","1.1492602739726026","14.921","-0.008","0.006","0.030","0.092","inactive"
"-0.008","-0.0027432432432432418","-0.008","0.8606315789473683","0.9709589041095892","14.110","-0.004","0.010","0.042","0.108","inactive"
"-0.009","-0.003013513513513513","-0.010","0.8819736842105261","1.072041095890411","13.465","-0.011","0.006","0.031","0.104","inactive"
"-0.006","-0.0015135135135135142","-0.005","0.801842105263158","0.9829178082191781","14.373","-0.004","0.009","0.043","0.091","inactive"
"0.001","0.01206756756756757","0.019","0.9461842105263157","1.101123287671233","16.683","0.004","-0.034","0.044","0.100","inactive"
"-0.015","-0.018972972972972967","0.022","1.0473684210526315","0.6996301369863016","11.615","-0.023","0.001","0.008","0.100","inactive"
"-0.015","-0.01989189189189189","0.026","1.0842368421052633","0.6713972602739725","11.238","-0.026","-0.001","0.002","0.098","inactive"
"-0.013","-0.01060810810810811","0.014","0.984157894736842","0.8202602739726028","12.067","-0.011","0.010","0.034","0.102","inactive"
"-0.011","-0.00967567567567568","0.000","0.806184210526316","0.8444246575342469","12.907","-0.014","0.005","0.023","0.104","inactive"
"0.006","0.019905405405405408","0.040","0.8541842105263157","1.1721643835616435","18.503","0.011","-0.026","0.044","0.106","inactive"
"-0.012","-0.011378378378378384","0.009","0.8643157894736843","0.7749315068493152","12.337","-0.014","0.007","0.028","0.104","inactive"
"-0.010","-0.008743243243243244","-0.007","0.8231052631578948","0.8008493150684931","13.103","-0.005","0.011","0.040","0.104","inactive"
"-0.012","-0.013189189189189193","0.008","0.8207368421052632","0.8065890410958905","12.457","-0.018","0.004","0.019","0.103","inactive"
"0.002","0.011959459459459462","0.021","1.0041842105263157","1.1016164383561644","16.715","0.006","-0.036","0.047","0.100","inactive"
"-0.003","0.0026891891891891876","0.001","0.9758947368421054","1.0385205479452055","15.474","-0.004","0.006","0.035","0.096","inactive"
"-0.010","-0.008310810810810813","-0.005","0.8293684210526315","0.9637260273972601","12.979","-0.013","0.005","0.029","0.103","inactive"
"-0.012","-0.008905405405405407","0.006","0.9488157894736842","0.8458356164383561","12.549","-0.010","0.009","0.036","0.103","inactive"
"-0.007","-0.002594594594594592","-0.008","0.6746842105263158","0.8926575342465751","14.272","-0.006","0.007","0.037","0.107","inactive"
"-0.008","-0.002567567567567567","-0.013","0.8080263157894736","1.0550958904109584","13.460","-0.012","0.005","0.028","0.105","inactive"
"-0.011","-0.014324324324324325","0.004","0.7655000000000002","0.83213698630137","12.535","-0.020","0.000","0.010","0.101","inactive"
"-0.011","-0.010013513513513518","-0.001","0.7954210526315791","0.8399452054794525","12.882","-0.015","0.004","0.023","0.104","inactive"
"-0.008","-0.004216216216216215","-0.012","0.8673684210526315","0.9757671232876711","13.910","-0.007","0.008","0.036","0.106","inactive"
"-0.005","-0.0012567567567567577","-0.005","0.7386315789473684","0.9944657534246576","14.581","-0.006","0.006","0.035","0.093","inactive"
"0.000","0.012986486486486487","0.018","1.1312894736842105","1.0762054794520548","18.462","0.014","0.004","0.043","0.105","inactive"
"-0.012","-1.3513513513514216e-5","0.033","2.2893684210526324","1.8939315068493154","16.955","0.038","0.056","0.003","0.134","inactive"
"-0.016","-0.010500000000000002","0.017","2.3438157894736844","1.9813698630136984","17.041","0.054","0.032","0.110","0.131","inactive"
"-0.003","-0.002297297297297299","0.053","0.3329210526315789","1.049945205479452","14.800","0.044","0.084","0.123","0.126","inactive"
"-0.001","0.009108108108108106","0.020","1.1243684210526315","1.0890547945205475","15.474","-0.009","0.001","0.030","0.121","inactive"
"-0.006","-2.702702702702869e-5","0.069","0.6545789473684209","1.1293698630136983","15.403","0.065","0.087","0.126","0.142","inactive"
"-0.005","0.009837837837837834","0.086","1.1139736842105263","1.1344246575342467","18.075","0.078","0.083","0.119","0.154","inactive"
"-0.012","-0.002067567567567568","0.023","-0.668263157894737","0.49364383561643826","19.568","0.068","-0.002","0.115","0.135","inactive"
"-0.018","-0.012756756756756757","0.003","-0.3218684210526316","0.9632602739726027","20.006","0.048","-0.030","0.086","0.120","inactive"
"-0.016","-0.007527027027027028","0.034","0.11034210526315788","1.163328767123288","17.017","0.074","0.051","0.127","0.147","inactive"
"-0.016","-0.009743243243243245","0.013","0.11594736842105269","0.8768630136986301","14.592","0.007","-0.018","0.047","0.101","inactive"
"-0.004","0.014472972972972975","0.311","1.4745526315789472","1.5249178082191779","12.150","0.146","0.189","0.120","0.094","inactive"
"-0.018","-0.008837837837837838","0.010","0.7136052631578947","1.4729726027397259","17.519","0.054","0.012","0.101","0.124","inactive"
"-0.017","-0.013567567567567574","0.032","-0.5520263157894736","0.3106438356164384","17.385","0.077","0.012","0.122","0.161","inactive"
"-0.013","-0.012540540540540547","0.004","1.0020526315789473","1.1045479452054792","14.655","0.003","0.022","0.067","0.111","inactive"
"-0.001","0.01864864864864865","0.062","1.850342105263158","1.216712328767123","20.430","0.071","0.051","0.095","0.120","inactive"
"-0.011","-0.012810810810810813","0.041","-0.012473684210526205","0.9411780821917807","16.670","0.060","0.060","0.089","0.165","inactive"
"-0.018","-0.03893243243243243","0.005","1.2909210526315789","0.24919178082191784","14.396","0.024","0.059","0.027","0.193","inactive"
"0.004","0.01627027027027027","0.074","-0.18642105263157885","1.070794520547945","17.094","0.047","0.075","0.117","0.132","inactive"
"-0.017","-0.018783783783783776","0.024","0.9588157894736843","0.5702191780821918","11.085","-0.018","0.006","0.023","0.101","inactive"
"-0.016","-0.021162162162162157","0.018","1.7333421052631577","1.1261780821917808","11.710","-0.026","-0.004","-0.000","0.098","inactive"
"-0.011","-0.013770270270270274","0.010","2.0875","1.4862465753424658","13.415","-0.016","0.005","0.025","0.104","inactive"
"-0.002","-0.019905405405405408","0.000","0.9959473684210527","0.4586712328767123","16.894","-0.007","-0.004","0.039","0.102","inactive"
"-0.008","-0.0013918918918918923","-0.016","0.739","1.0677123287671235","13.757","-0.010","0.006","0.030","0.106","inactive"
"0.000","0.004054054054054053","0.015","0.9050789473684211","1.016","16.766","0.001","-0.041","0.042","0.101","inactive"
"-0.015","-0.014391891891891894","0.025","1.0083684210526318","0.7187123287671231","11.452","-0.011","0.010","0.033","0.103","inactive"
"-0.004","-0.007364864864864865","-0.003","-1.609526315789473","0.23982191780821915","14.528","-0.025","-0.000","0.032","0.097","inactive"
"-0.014","-0.030783783783783783","0.017","1.1336052631578948","0.18108219178082202","13.331","-0.012","0.003","0.031","0.111","inactive"
"-0.006","-0.0056216216216216225","-0.005","1.3487105263157897","0.9905753424657536","15.805","-0.009","0.005","0.030","0.096","inactive"
"-0.006","-0.002027027027027029","-0.007","0.8419736842105262","1.0283013698630141","14.345","-0.006","0.007","0.039","0.091","inactive"
"-0.013","-0.020986486486486478","-0.013","0.790342105263158","0.6577534246575345","13.037","-0.016","0.006","0.033","0.105","inactive"
"-0.023","-0.039716216216216196","0.061","2.43321052631579","-0.040671232876712315","7.770","-0.033","-0.005","0.003","-0.080","inactive"
"-0.007","-0.02664864864864865","-0.043","-0.5263421052631576","0.06486301369863004","11.574","-0.053","-0.018","0.000","0.092","inactive"
"-0.004","6.756756756756566e-5","-0.003","1.2185263157894737","1.008054794520548","15.220","-0.006","0.005","0.033","0.094","inactive"
"-0.005","-0.004243243243243246","-0.005","1.1158947368421053","0.8760000000000002","15.107","-0.010","0.006","0.036","0.096","inactive"
"-0.004","-0.001635135135135136","-0.003","1.2156315789473684","0.9490000000000001","15.333","-0.008","0.005","0.037","0.097","inactive"
"-0.000","0.003243243243243244","0.013","-0.36831578947368404","0.6890410958904111","16.223","-0.002","0.009","0.046","0.100","inactive"
"?","?","?","?","?","?","?","?","?","?","inactive"
"-0.011","-0.012121621621621625","0.000","0.6998421052631582","0.9334794520547945","13.029","-0.019","0.004","0.017","0.104","inactive"
"-0.005","-3.378378378378382e-4","-0.003","1.9836315789473684","1.3226986301369863","15.281","-0.005","0.007","0.036","0.094","inactive"
"-0.007","0.001175675675675674","-0.002","1.8665263157894736","1.596616438356165","15.869","-0.011","0.001","0.029","0.091","inactive"
"-0.033","-0.02595945945945945","-0.019","1.7806052631578946","0.9411369863013699","9.246","-0.028","0.003","0.028","0.078","inactive"
"-0.012","-0.015972972972972968","0.008","0.8130526315789474","0.7186027397260275","12.607","-0.022","0.000","0.006","0.102","inactive"
"-0.017","-0.01675675675675676","-0.023","2.212815789473684","1.1847260273972606","12.635","-0.022","0.004","0.027","0.097","inactive"
"-0.017","-0.023675675675675672","0.020","0.6905789473684211","0.4926027397260275","10.822","-0.024","0.004","0.017","0.100","inactive"
"-0.006","-1.0810810810810948e-4","-0.003","0.5716842105263157","0.7285890410958906","15.009","-0.009","0.003","0.030","0.093","inactive"
"-0.006","-0.0029459459459459467","-0.003","1.1860263157894737","1.0309589041095892","14.991","-0.008","0.005","0.037","0.091","inactive"
"-0.011","-0.012500000000000004","-0.017","2.0344210526315787","1.189493150684932","14.284","-0.023","0.005","0.027","0.103","inactive"
"-0.013","-0.019472972972972968","0.010","0.6729473684210525","0.6718767123287671","12.175","-0.021","0.002","0.011","0.101","inactive"
"-0.002","0.006310810810810813","0.006","0.9001052631578947","1.0987397260273977","15.865","-0.001","0.006","0.036","0.097","inactive"
"-0.015","-0.0199054054054054","-0.014","2.018157894736842","0.7620684931506848","12.540","-0.027","-0.001","0.015","0.100","inactive"
"-0.006","2.2972972972973077e-4","0.004","0.2950263157894735","0.8063698630136985","14.848","-0.012","0.010","0.046","0.094","inactive"
"-0.011","-0.009243243243243245","0.002","0.8555263157894738","0.8611917808219178","12.817","-0.012","0.008","0.031","0.104","inactive"
"?","?","?","?","?","?","?","?","?","?","inactive"
"-0.013","-0.021189189189189186","0.009","0.6088947368421053","0.6658904109589039","12.177","-0.024","-0.001","0.006","0.101","inactive"
"-0.070","-0.0267972972972973","-0.005","0.9865263157894737","1.4828356164383565","5.270","-0.025","-0.026","0.023","0.027","inactive"
"-0.012","7.972972972972965e-4","0.012","0.20505263157894726","1.060561643835617","15.187","-0.015","-0.035","0.031","0.082","inactive"
"-0.015","-0.02421621621621621","0.016","0.0898684210526316","0.5526027397260272","11.625","-0.023","-0.001","0.006","0.100","inactive"
"-0.011","-0.01448648648648649","-0.008","0.7813157894736843","1.2828082191780825","13.560","-0.012","0.004","0.021","0.105","inactive"
"-0.021","-0.05628378378378377","0.053","1.3521052631578947","0.25458904109589064","3.181","-0.054","-0.055","-0.091","-0.121","inactive"
"-0.031","-0.04133783783783784","0.061","0.131605263157895","0.05990410958904113","2.865","-0.036","-0.020","-0.025","-0.102","inactive"
"-0.010","-0.011472972972972978","-0.003","0.43244736842105264","0.878260273972603","13.095","-0.014","0.004","0.021","0.104","inactive"
"-0.010","-0.008756756756756757","-0.016","-0.32647368421052664","0.9453287671232875","14.089","-0.007","0.004","0.021","0.105","inactive"
"-0.017","-0.016729729729729727","0.023","-0.5771315789473681","0.33750684931506847","11.092","-0.018","-0.007","-0.001","0.097","inactive"
"-0.011","-0.0137972972972973","-0.019","-1.3136052631578954","0.2821643835616439","13.058","-0.007","0.006","0.030","0.104","inactive"
"-0.013","-0.01033783783783784","0.005","-0.4582894736842107","0.6980410958904112","12.873","-0.012","-0.005","0.011","0.101","inactive"
"-0.021","-0.03363513513513514","0.035","-0.07631578947368413","0.4413972602739725","8.218","-0.030","-0.014","-0.030","0.094","inactive"
"-0.010","-0.0031756756756756758","-0.017","0.04102631578947367","0.8249452054794522","14.009","-0.007","0.002","0.023","0.106","inactive"
"-0.013","-0.025918918918918912","0.009","0.2791578947368421","0.9016849315068493","12.504","-0.023","0.001","0.007","0.103","inactive"
"-0.010","-0.004972972972972971","-0.012","0.3219473684210527","0.7811232876712328","13.730","-0.008","0.002","0.024","0.105","inactive"
"0.003","-0.05694594594594594","0.024","-5.854605263157896","0.1116986301369863","17.132","0.012","-0.032","0.041","0.105","inactive"
"0.004","0.019108108108108108","0.030","0.042078947368421","1.0474657534246576","17.713","0.009","-0.029","0.044","0.104","inactive"
"-0.004","-0.0038108108108108126","-0.002","-0.0601315789473682","0.8783424657534247","15.234","-0.003","0.005","0.031","0.097","inactive"
"-0.004","0.002432432432432427","-0.002","0.0817368421052631","0.8524246575342465","15.109","-0.002","0.005","0.036","0.094","inactive"
"-0.012","-0.011959459459459459","-0.019","-0.48397368421052656","0.8972054794520551","13.335","-0.008","0.002","0.021","0.105","inactive"
"-0.019","-0.026121621621621623","0.025","-0.19747368421052586","0.3689863013698634","9.538","-0.018","-0.001","0.009","0.097","inactive"
"-0.004","3.513513513513499e-4","-0.003","1.328342105263158","1.056739726027397","15.161","-0.005","0.006","0.032","0.096","inactive"
"0.004","0.01640540540540541","0.030","1.095078947368421","1.3445342465753425","18.015","0.008","-0.028","0.044","0.104","inactive"
"-0.011","-0.010256756756756762","-0.004","0.9983947368421051","1.1029863013698633","13.234","-0.015","0.004","0.024","0.104","inactive"
"-0.007","-0.0024999999999999996","-0.016","0.7047105263157896","1.111178082191781","13.963","-0.011","0.007","0.027","0.106","inactive"
"0.001","0.013013513513513514","0.015","0.9180526315789475","0.9916438356164383","16.517","0.003","0.005","0.040","0.101","inactive"
"-0.007","6.756756756756651e-5","-0.011","0.6918947368421055","1.0633561643835618","14.247","-0.007","0.007","0.029","0.107","inactive"
"0.002","0.01395945945945946","0.022","0.901157894736842","1.1143424657534249","16.963","0.005","-0.034","0.044","0.102","inactive"
"-0.007","-0.003797297297297296","-0.010","0.5033421052631578","0.7633561643835616","14.012","-0.007","0.008","0.035","0.107","inactive"
"-0.000","0.008918918918918918","0.014","0.8842105263157896","1.308150684931507","16.442","0.002","-0.041","0.040","0.099","inactive"
"-0.010","-0.006918918918918921","-0.009","0.867842105263158","0.9434794520547947","13.268","-0.009","0.009","0.035","0.106","inactive"
"-0.019","-0.0382162162162162","0.044","2.8078684210526323","1.2818767123287669","8.787","-0.039","-0.011","-0.033","-0.076","inactive"
"0.001","0.010905405405405407","0.017","0.8587105263157895","1.3475342465753424","16.780","0.003","-0.038","0.040","0.102","inactive"
"-0.009","-0.004891891891891892","-0.012","0.8133947368421052","0.9602602739726026","13.598","-0.011","0.006","0.030","0.104","inactive"
"-0.008","-0.003013513513513513","-0.018","0.4416052631578946","0.8848082191780825","13.653","-0.012","0.005","0.025","0.105","inactive"
"-0.011","-0.010986486486486487","-0.000","0.8522894736842104","0.8210821917808221","12.684","-0.015","0.004","0.023","0.102","inactive"
"-0.008","-0.0011216216216216226","-0.016","0.8714999999999999","1.0237671232876715","13.773","-0.010","0.006","0.030","0.106","inactive"
"-0.010","-0.006418918918918919","-0.009","0.8280263157894736","0.9701780821917809","13.471","-0.010","0.007","0.034","0.105","inactive"
"-0.011","-0.010513513513513513","-0.004","0.7720526315789472","0.9576986301369862","13.279","-0.013","0.007","0.024","0.105","inactive"
"-0.011","-0.011000000000000006","-0.000","0.7736842105263158","0.8080273972602743","12.820","-0.013","0.009","0.025","0.106","inactive"
"-0.009","-0.011391891891891897","-0.004","0.9328947368421051","1.0126438356164384","13.245","-0.008","0.008","0.036","0.105","inactive"
"-0.042","-0.05477027027027026","0.078","5.474368421052632","1.2089315068493147","3.685","-0.058","-0.034","-0.038","-0.129","inactive"
"-0.027","-0.04262162162162162","0.038","3.0257368421052635","1.743054794520548","3.087","-0.043","-0.016","-0.032","0.049","inactive"
"0.003","5.270270270270286e-4","-0.007","0.7838684210526315","0.9701506849315072","1.028","-0.010","0.003","-0.001","-0.028","inactive"
"-0.002","0.0028648648648648633","-0.001","0.8938684210526318","1.0388767123287665","18.440","-0.002","0.013","0.045","0.138","inactive"
"-0.013","-0.006540540540540542","0.000","0.785157894736842","0.9852602739726029","10.894","-0.017","0.019","0.032","0.083","inactive"
"-0.030","-0.017351351351351345","0.042","1.0089210526315788","0.5390821917808217","11.071","-0.024","0.013","0.019","0.100","inactive"
"-0.041","-0.014108108108108109","-0.016","-0.034710526315789546","0.32469863013698624","5.991","-0.019","-0.001","0.015","0.035","inactive"
"-0.173","0.002891891891891892","0.009","1.0463947368421052","0.9645616438356164","18.216","0.002","0.007","0.041","0.146","inactive"
"0.020","-0.011324324324324326","-0.001","0.7222631578947367","0.7121369863013699","4.286","-0.026","0.009","0.013","-0.011","inactive"
"-0.051","-0.0100945945945946","0.001","0.9452105263157895","0.8759178082191779","14.367","-0.015","0.005","0.022","0.119","inactive"
"-0.013","-0.0399054054054054","0.070","1.9618947368421051","0.15654794520547924","5.990","-0.067","0.009","0.018","-0.067","inactive"
"-0.018","-0.017729729729729728","-0.010","0.43915789473684197","0.7829452054794522","5.203","-0.022","-0.005","0.009","0.028","inactive"
"-0.197","-5.000000000000015e-4","0.004","0.4889736842105265","0.2686712328767123","11.614","-0.010","-0.032","0.035","0.064","inactive"
"-0.009","-0.002445945945945947","-0.009","0.7468157894736842","1.0366849315068494","15.579","-0.007","0.005","0.030","0.102","inactive"
"-0.024","-0.023337837837837837","0.048","1.2887105263157896","0.18005479452054798","9.253","-0.028","0.008","0.008","-0.064","inactive"
"-0.023","-0.014702702702702714","-0.002","0.8246842105263156","1.0706712328767125","11.588","-0.018","0.011","0.027","0.090","inactive"
"0.002","-0.016945945945945947","0.057","1.9370526315789476","0.7669178082191778","-5.057","-0.059","0.022","-0.040","-0.095","inactive"
"0.001","-0.00577027027027027","-0.009","0.5171842105263157","0.8558630136986303","1.408","-0.010","0.004","0.002","-0.021","inactive"
"-0.001","-0.004189189189189188","-0.011","0.940921052631579","0.9739178082191782","14.229","-0.006","0.009","0.040","0.109","inactive"
"-0.009","-0.01094594594594595","0.015","2.6528684210526317","1.4854520547945205","12.732","-0.011","0.009","0.026","0.100","inactive"
"-0.022","-0.012743243243243246","-0.020","3.4804999999999997","1.7942739726027397","15.614","-0.019","0.012","0.026","0.121","inactive"
"-0.007","-0.012202702702702704","0.007","1.0792894736842107","1.7219863013698633","15.623","-0.034","-0.007","0.022","0.102","inactive"
"-0.002","-0.03059459459459459","0.072","2.1887631578947375","0.4889726027397258","5.287","-0.031","-0.000","0.007","-0.080","inactive"
"-0.009","-0.02355405405405405","-0.029","1.1268157894736843","1.0048904109589047","13.167","-0.040","0.018","0.021","0.113","inactive"
"-0.010","-0.018108108108108104","0.021","0.9764210526315791","0.5120410958904109","10.316","-0.024","-0.002","0.003","0.097","inactive"
"-0.092","-0.011851351351351345","0.202","-7.117473684210525","-2.6493972602739726","-1.422","0.280","-0.088","-0.356","-0.398","inactive"
"-0.219","-0.014405405405405407","-0.016","1.3528421052631578","1.453561643835616","9.108","-0.020","-0.049","0.015","0.084","inactive"
"-0.071","-0.006891891891891895","0.025","2.087842105263158","1.4462328767123285","15.947","0.018","-0.009","0.057","0.127","inactive"
"-0.013","-0.01567567567567567","0.008","0.21523684210526317","0.546150684931507","12.454","-0.027","-0.002","0.002","0.106","inactive"
"-0.004","-0.005324324324324326","-0.001","0.962342105263158","0.9382328767123291","13.996","-0.004","0.016","0.042","0.116","inactive"
"-0.045","-0.0240945945945946","0.052","1.044078947368421","0.42443835616438386","9.339","-0.016","0.014","0.030","0.114","inactive"
"-0.120","-0.05528378378378378","0.023","-1.071868421052632","-3.0504794520547946","-44.768","0.269","-0.097","-0.739","-0.712","inactive"
"-0.008","-7.567567567567559e-4","-0.008","0.8246578947368421","0.9045479452054792","13.301","-0.007","0.011","0.040","0.106","inactive"
"-0.012","0.0015540540540540531","-0.000","0.7266842105263159","0.9673561643835613","16.949","0.001","0.019","0.048","0.143","inactive"
"-0.002","-0.007013513513513514","-0.028","0.8451842105263158","1.200657534246575","13.818","-0.019","0.000","0.016","0.099","inactive"
"0.006","-0.011540540540540536","0.025","1.0619210526315788","1.7284931506849313","18.740","-0.069","-0.003","0.034","0.117","inactive"
"-0.007","-0.010513513513513512","0.108","1.3683684210526317","1.5626027397260271","18.218","-0.037","-0.015","0.027","0.107","inactive"
"0.017","0.019864864864864863","0.044","0.702421052631579","1.1120684931506848","18.989","0.013","-0.028","0.045","0.107","inactive"
"-0.030","-0.019513513513513513","-0.019","3.629263157894737","1.9193835616438357","14.867","-0.020","-0.016","0.006","0.107","inactive"
"-0.009","-0.0197972972972973","0.182","1.4132105263157895","2.201753424657534","25.307","0.161","-0.027","-0.096","-0.115","inactive"
"-0.341","-0.08316216216216214","-0.087","0.6698421052631582","-0.4738493150684931","0.098","-0.126","-0.131","-0.206","-0.251","inactive"
"0.020","0.025405405405405403","0.044","0.3407894736842107","1.116904109589041","20.491","0.015","-0.022","0.050","0.114","inactive"
"-0.008","-7.162162162162143e-4","-0.003","0.22468421052631599","1.1672191780821919","23.478","-0.049","-0.028","0.005","0.141","inactive"
"-0.000","-0.02163513513513514","0.017","1.0544736842105262","0.11006849315068494","-10.589","-0.025","-0.065","-0.071","-0.098","inactive"
"-0.021","-0.0032567567567567553","-0.043","-1.9991315789473687","-0.40175342465753416","3.159","-0.060","-0.053","-0.152","-0.146","inactive"
"-0.176","4.189189189189166e-4","0.074","1.5608684210526316","-0.16869863013698622","5.605","0.012","-0.014","0.005","0.091","inactive"
"-0.033","0.03741891891891891","0.052","1.4291842105263157","1.0808356164383564","15.279","0.022","-0.026","0.041","0.088","inactive"
"-0.084","0.00547297297297297","0.057","1.2065526315789472","0.501945205479452","10.709","0.014","0.001","0.028","0.091","inactive"
"-0.010","-0.05256756756756757","-0.151","2.1029736842105264","-0.6268767123287672","28.865","-0.060","-0.151","-0.175","-0.188","inactive"
"-0.040","0.01664864864864865","-0.000","0.8545789473684211","0.7814246575342464","12.410","0.002","-0.013","0.017","0.070","inactive"
"-0.042","-0.004540540540540541","0.002","-1.0655000000000001","-0.16687671232876708","4.668","0.004","0.011","0.034","0.033","inactive"
"0.006","5.4054054054056154e-5","-0.013","0.7728947368421052","0.9318082191780823","13.717","-0.007","0.008","0.040","0.087","inactive"
"-0.057","0.0025675675675675613","0.005","1.0041052631578946","1.1068904109589042","-2.459","-0.005","-0.059","-0.007","-0.049","inactive"
"-0.100","-0.02970270270270271","-0.051","0.022157894736842015","0.12087671232876707","-9.665","-0.032","-0.027","-0.046","-0.134","inactive"
"-0.197","0.007594594594594598","0.020","1.4512894736842108","0.9392876712328767","0.386","-0.002","-0.026","0.003","-0.016","inactive"
"-0.306","-0.1093648648648649","-0.090","0.624578947368421","-0.7801643835616439","7.700","-0.161","-0.101","-0.136","-0.219","inactive"
"-0.010","-0.01064864864864865","-0.005","0.5841842105263159","0.8580958904109589","12.998","-0.017","0.003","0.020","0.104","inactive"
"-0.008","-0.005391891891891891","-0.023","0.7255263157894737","1.1657671232876716","13.916","-0.017","0.003","0.021","0.104","inactive"
"-0.006","4.594594594594591e-4","-0.005","0.8651315789473685","1.026205479452055","14.680","-0.005","0.007","0.040","0.092","inactive"
"-0.013","-0.011256756756756761","0.009","0.717078947368421","0.6754520547945206","12.118","-0.014","0.007","0.030","0.102","inactive"
"-0.010","-0.009972972972972977","-0.004","0.6729736842105264","0.7446712328767123","12.884","-0.014","0.004","0.022","0.104","inactive"
"-0.014","-0.015729729729729726","0.018","0.7761842105263159","0.5770958904109592","11.569","-0.021","0.002","0.017","0.099","inactive"
"-0.011","-0.01263513513513514","-0.010","0.46715789473684216","0.6951369863013699","12.854","-0.022","-0.001","0.015","0.100","inactive"
